StatisticsDate,negativeTests,confirmedCases,testsPerDay,cumulativeNegative,cumulativePositive,testsPerformed,lastFeature,County,positiveTestsPerc,positiveTestsPercCum
2020-04-09,89.0,8.0,97.0,2188.0,453.0,2641.0,,Saare maakond,0.0825,0.1715
2020-04-10,64.0,25.0,89.0,2252.0,478.0,2730.0,,Saare maakond,0.2809,0.1751
2020-04-11,2.0,0.0,2.0,2254.0,478.0,2732.0,,Saare maakond,0.0,0.175
2020-04-12,31.0,9.0,40.0,2285.0,487.0,2772.0,,Saare maakond,0.225,0.1757
2020-04-13,12.0,6.0,18.0,2297.0,493.0,2790.0,,Saare maakond,0.3333,0.1767
2020-04-14,67.0,8.0,75.0,2364.0,501.0,2865.0,,Saare maakond,0.1067,0.1749
2020-04-15,77.0,6.0,83.0,2441.0,507.0,2948.0,,Saare maakond,0.0723,0.172
2020-04-16,45.0,6.0,51.0,2486.0,513.0,2999.0,,Saare maakond,0.1176,0.1711
2020-04-17,69.0,4.0,73.0,2555.0,517.0,3072.0,,Saare maakond,0.0548,0.1683
2020-04-18,4.0,2.0,6.0,2559.0,519.0,3078.0,,Saare maakond,0.3333,0.1686
2020-04-19,4.0,0.0,4.0,2563.0,519.0,3082.0,,Saare maakond,0.0,0.1684
2020-04-20,10.0,1.0,11.0,2573.0,520.0,3093.0,,Saare maakond,0.0909,0.1681
2020-04-21,50.0,1.0,51.0,2623.0,521.0,3144.0,,Saare maakond,0.0196,0.1657
2020-04-22,20.0,12.0,32.0,2643.0,533.0,3176.0,,Saare maakond,0.375,0.1678
2020-04-23,15.0,3.0,18.0,2658.0,536.0,3194.0,,Saare maakond,0.1667,0.1678
2020-04-24,41.0,4.0,45.0,2699.0,540.0,3239.0,,Saare maakond,0.0889,0.1667
2020-04-25,57.0,1.0,58.0,2756.0,541.0,3297.0,,Saare maakond,0.0172,0.1641
2020-04-26,1.0,0.0,1.0,2757.0,541.0,3298.0,,Saare maakond,0.0,0.164
2020-04-27,15.0,0.0,15.0,2772.0,541.0,3313.0,,Saare maakond,0.0,0.1633
2020-04-28,79.0,1.0,80.0,2851.0,542.0,3393.0,1.0,Saare maakond,0.0125,0.1597
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne-Viru maakond,,
2020-03-05,2.0,0.0,2.0,2.0,0.0,2.0,,Lääne-Viru maakond,0.0,0.0
2020-03-06,1.0,0.0,1.0,3.0,0.0,3.0,,Lääne-Viru maakond,0.0,0.0
2020-03-07,1.0,0.0,1.0,4.0,0.0,4.0,,Lääne-Viru maakond,0.0,0.0
2020-03-08,0.0,0.0,0.0,4.0,0.0,4.0,,Lääne-Viru maakond,,0.0
2020-03-09,0.0,0.0,0.0,4.0,0.0,4.0,,Lääne-Viru maakond,,0.0
2020-03-10,0.0,0.0,0.0,4.0,0.0,4.0,,Lääne-Viru maakond,,0.0
2020-03-11,0.0,0.0,0.0,4.0,0.0,4.0,,Lääne-Viru maakond,,0.0
2020-03-12,0.0,0.0,0.0,4.0,0.0,4.0,,Lääne-Viru maakond,,0.0
2020-03-13,1.0,0.0,1.0,5.0,0.0,5.0,,Lääne-Viru maakond,0.0,0.0
2020-03-14,2.0,0.0,2.0,7.0,0.0,7.0,,Lääne-Viru maakond,0.0,0.0
2020-03-15,1.0,0.0,1.0,8.0,0.0,8.0,,Lääne-Viru maakond,0.0,0.0
2020-03-16,8.0,1.0,9.0,16.0,1.0,17.0,,Lääne-Viru maakond,0.1111,0.0588
2020-03-17,0.0,0.0,0.0,16.0,1.0,17.0,,Lääne-Viru maakond,,0.0588
2020-03-18,4.0,0.0,4.0,20.0,1.0,21.0,,Lääne-Viru maakond,0.0,0.0476
2020-03-19,7.0,0.0,7.0,27.0,1.0,28.0,,Lääne-Viru maakond,0.0,0.0357
2020-03-20,6.0,0.0,6.0,33.0,1.0,34.0,,Lääne-Viru maakond,0.0,0.0294
2020-03-21,12.0,0.0,12.0,45.0,1.0,46.0,,Lääne-Viru maakond,0.0,0.0217
2020-03-22,0.0,0.0,0.0,45.0,1.0,46.0,,Lääne-Viru maakond,,0.0217
2020-03-23,7.0,0.0,7.0,52.0,1.0,53.0,,Lääne-Viru maakond,0.0,0.0189
2020-03-24,27.0,1.0,28.0,79.0,2.0,81.0,,Lääne-Viru maakond,0.0357,0.0247
2020-03-25,42.0,0.0,42.0,121.0,2.0,123.0,,Lääne-Viru maakond,0.0,0.0163
2020-03-26,42.0,0.0,42.0,163.0,2.0,165.0,,Lääne-Viru maakond,0.0,0.0121
2020-03-27,41.0,4.0,45.0,204.0,6.0,210.0,,Lääne-Viru maakond,0.0889,0.0286
2020-03-28,14.0,0.0,14.0,218.0,6.0,224.0,,Lääne-Viru maakond,0.0,0.0268
2020-03-29,19.0,0.0,19.0,237.0,6.0,243.0,,Lääne-Viru maakond,0.0,0.0247
2020-03-30,39.0,1.0,40.0,276.0,7.0,283.0,,Lääne-Viru maakond,0.025,0.0247
2020-03-31,64.0,3.0,67.0,340.0,10.0,350.0,,Lääne-Viru maakond,0.0448,0.0286
2020-04-01,52.0,0.0,52.0,392.0,10.0,402.0,,Lääne-Viru maakond,0.0,0.0249
2020-04-02,74.0,2.0,76.0,466.0,12.0,478.0,,Lääne-Viru maakond,0.0263,0.0251
2020-04-03,42.0,1.0,43.0,508.0,13.0,521.0,,Lääne-Viru maakond,0.0233,0.025
2020-04-04,30.0,0.0,30.0,538.0,13.0,551.0,,Lääne-Viru maakond,0.0,0.0236
2020-04-05,19.0,0.0,19.0,557.0,13.0,570.0,,Lääne-Viru maakond,0.0,0.0228
2020-04-06,57.0,2.0,59.0,614.0,15.0,629.0,,Lääne-Viru maakond,0.0339,0.0238
2020-04-07,35.0,0.0,35.0,649.0,15.0,664.0,,Lääne-Viru maakond,0.0,0.0226
2020-04-08,99.0,0.0,99.0,748.0,15.0,763.0,,Lääne-Viru maakond,0.0,0.0197
2020-04-09,65.0,0.0,65.0,813.0,15.0,828.0,,Lääne-Viru maakond,0.0,0.0181
2020-04-10,49.0,0.0,49.0,862.0,15.0,877.0,,Lääne-Viru maakond,0.0,0.0171
2020-04-11,15.0,0.0,15.0,877.0,15.0,892.0,,Lääne-Viru maakond,0.0,0.0168
2020-04-12,24.0,0.0,24.0,901.0,15.0,916.0,,Lääne-Viru maakond,0.0,0.0164
2020-04-13,60.0,0.0,60.0,961.0,15.0,976.0,,Lääne-Viru maakond,0.0,0.0154
2020-04-14,37.0,0.0,37.0,998.0,15.0,1013.0,,Lääne-Viru maakond,0.0,0.0148
2020-04-15,35.0,0.0,35.0,1033.0,15.0,1048.0,,Lääne-Viru maakond,0.0,0.0143
2020-04-16,58.0,0.0,58.0,1091.0,15.0,1106.0,,Lääne-Viru maakond,0.0,0.0136
2020-04-17,69.0,0.0,69.0,1160.0,15.0,1175.0,,Lääne-Viru maakond,0.0,0.0128
2020-04-18,55.0,0.0,55.0,1215.0,15.0,1230.0,,Lääne-Viru maakond,0.0,0.0122
2020-04-19,26.0,0.0,26.0,1241.0,15.0,1256.0,,Lääne-Viru maakond,0.0,0.0119
2020-04-20,65.0,0.0,65.0,1306.0,15.0,1321.0,,Lääne-Viru maakond,0.0,0.0114
2020-04-21,58.0,0.0,58.0,1364.0,15.0,1379.0,,Lääne-Viru maakond,0.0,0.0109
2020-04-22,77.0,1.0,78.0,1441.0,16.0,1457.0,,Lääne-Viru maakond,0.0128,0.011
2020-04-23,21.0,1.0,22.0,1462.0,17.0,1479.0,,Lääne-Viru maakond,0.0455,0.0115
2020-04-24,48.0,0.0,48.0,1510.0,17.0,1527.0,,Lääne-Viru maakond,0.0,0.0111
2020-04-25,31.0,0.0,31.0,1541.0,17.0,1558.0,,Lääne-Viru maakond,0.0,0.0109
2020-04-26,14.0,0.0,14.0,1555.0,17.0,1572.0,,Lääne-Viru maakond,0.0,0.0108
2020-04-27,37.0,0.0,37.0,1592.0,17.0,1609.0,,Lääne-Viru maakond,0.0,0.0106
2020-04-28,90.0,0.0,90.0,1682.0,17.0,1699.0,1.0,Lääne-Viru maakond,0.0,0.01
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,Põlva maakond,,
2020-03-12,0.0,1.0,1.0,0.0,1.0,1.0,,Põlva maakond,1.0,1.0
2020-03-13,0.0,1.0,1.0,0.0,2.0,2.0,,Põlva maakond,1.0,1.0
2020-03-14,0.0,1.0,1.0,0.0,3.0,3.0,,Põlva maakond,1.0,1.0
2020-03-15,0.0,0.0,0.0,0.0,3.0,3.0,,Põlva maakond,,1.0
2020-03-16,2.0,0.0,2.0,2.0,3.0,5.0,,Põlva maakond,0.0,0.6
2020-03-17,4.0,0.0,4.0,6.0,3.0,9.0,,Põlva maakond,0.0,0.3333
2020-03-18,7.0,0.0,7.0,13.0,3.0,16.0,,Põlva maakond,0.0,0.1875
2020-03-19,1.0,0.0,1.0,14.0,3.0,17.0,,Põlva maakond,0.0,0.1765
2020-03-20,6.0,0.0,6.0,20.0,3.0,23.0,,Põlva maakond,0.0,0.1304
2020-03-21,15.0,0.0,15.0,35.0,3.0,38.0,,Põlva maakond,0.0,0.0789
2020-03-22,3.0,0.0,3.0,38.0,3.0,41.0,,Põlva maakond,0.0,0.0732
2020-03-23,3.0,1.0,4.0,41.0,4.0,45.0,,Põlva maakond,0.25,0.0889
2020-03-24,16.0,0.0,16.0,57.0,4.0,61.0,,Põlva maakond,0.0,0.0656
2020-03-25,21.0,0.0,21.0,78.0,4.0,82.0,,Põlva maakond,0.0,0.0488
2020-03-26,8.0,0.0,8.0,86.0,4.0,90.0,,Põlva maakond,0.0,0.0444
2020-03-27,19.0,0.0,19.0,105.0,4.0,109.0,,Põlva maakond,0.0,0.0367
2020-03-28,10.0,0.0,10.0,115.0,4.0,119.0,,Põlva maakond,0.0,0.0336
2020-03-29,1.0,0.0,1.0,116.0,4.0,120.0,,Põlva maakond,0.0,0.0333
2020-03-30,13.0,0.0,13.0,129.0,4.0,133.0,,Põlva maakond,0.0,0.0301
2020-03-31,26.0,0.0,26.0,155.0,4.0,159.0,,Põlva maakond,0.0,0.0252
2020-04-01,7.0,0.0,7.0,162.0,4.0,166.0,,Põlva maakond,0.0,0.0241
2020-04-02,42.0,1.0,43.0,204.0,5.0,209.0,,Põlva maakond,0.0233,0.0239
2020-04-03,10.0,0.0,10.0,214.0,5.0,219.0,,Põlva maakond,0.0,0.0228
2020-04-04,17.0,0.0,17.0,231.0,5.0,236.0,,Põlva maakond,0.0,0.0212
2020-04-05,10.0,0.0,10.0,241.0,5.0,246.0,,Põlva maakond,0.0,0.0203
2020-04-06,49.0,0.0,49.0,290.0,5.0,295.0,,Põlva maakond,0.0,0.0169
2020-04-07,73.0,0.0,73.0,363.0,5.0,368.0,,Põlva maakond,0.0,0.0136
2020-04-08,38.0,1.0,39.0,401.0,6.0,407.0,,Põlva maakond,0.0256,0.0147
2020-04-09,18.0,0.0,18.0,419.0,6.0,425.0,,Põlva maakond,0.0,0.0141
2020-04-10,28.0,0.0,28.0,447.0,6.0,453.0,,Põlva maakond,0.0,0.0132
2020-04-11,22.0,0.0,22.0,469.0,6.0,475.0,,Põlva maakond,0.0,0.0126
2020-04-12,5.0,0.0,5.0,474.0,6.0,480.0,,Põlva maakond,0.0,0.0125
2020-04-13,21.0,1.0,22.0,495.0,7.0,502.0,,Põlva maakond,0.0455,0.0139
2020-04-14,58.0,0.0,58.0,553.0,7.0,560.0,,Põlva maakond,0.0,0.0125
2020-04-15,149.0,0.0,149.0,702.0,7.0,709.0,,Põlva maakond,0.0,0.0099
2020-04-16,119.0,0.0,119.0,821.0,7.0,828.0,,Põlva maakond,0.0,0.0085
2020-04-17,19.0,0.0,19.0,840.0,7.0,847.0,,Põlva maakond,0.0,0.0083
2020-04-18,5.0,0.0,5.0,845.0,7.0,852.0,,Põlva maakond,0.0,0.0082
2020-04-19,1.0,0.0,1.0,846.0,7.0,853.0,,Põlva maakond,0.0,0.0082
2020-04-20,13.0,0.0,13.0,859.0,7.0,866.0,,Põlva maakond,0.0,0.0081
2020-04-21,21.0,0.0,21.0,880.0,7.0,887.0,,Põlva maakond,0.0,0.0079
2020-04-22,16.0,0.0,16.0,896.0,7.0,903.0,,Põlva maakond,0.0,0.0078
2020-04-23,13.0,0.0,13.0,909.0,7.0,916.0,,Põlva maakond,0.0,0.0076
2020-04-24,11.0,0.0,11.0,920.0,7.0,927.0,,Põlva maakond,0.0,0.0076
2020-04-25,4.0,0.0,4.0,924.0,7.0,931.0,,Põlva maakond,0.0,0.0075
2020-04-26,9.0,0.0,9.0,933.0,7.0,940.0,,Põlva maakond,0.0,0.0074
2020-04-27,17.0,0.0,17.0,950.0,7.0,957.0,,Põlva maakond,0.0,0.0073
2020-04-28,45.0,0.0,45.0,995.0,7.0,1002.0,1.0,Põlva maakond,0.0,0.007
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,Ida-Viru maakond,,
2020-03-10,1.0,0.0,1.0,1.0,0.0,1.0,,Ida-Viru maakond,0.0,0.0
2020-03-11,0.0,0.0,0.0,1.0,0.0,1.0,,Ida-Viru maakond,,0.0
2020-03-12,0.0,0.0,0.0,1.0,0.0,1.0,,Ida-Viru maakond,,0.0
2020-03-13,0.0,0.0,0.0,1.0,0.0,1.0,,Ida-Viru maakond,,0.0
2020-03-14,0.0,0.0,0.0,1.0,0.0,1.0,,Ida-Viru maakond,,0.0
2020-03-15,4.0,0.0,4.0,5.0,0.0,5.0,,Ida-Viru maakond,0.0,0.0
2020-03-16,2.0,1.0,3.0,7.0,1.0,8.0,,Ida-Viru maakond,0.3333,0.125
2020-03-17,7.0,0.0,7.0,14.0,1.0,15.0,,Ida-Viru maakond,0.0,0.0667
2020-03-18,3.0,1.0,4.0,17.0,2.0,19.0,,Ida-Viru maakond,0.25,0.1053
2020-03-19,8.0,0.0,8.0,25.0,2.0,27.0,,Ida-Viru maakond,0.0,0.0741
2020-03-20,17.0,0.0,17.0,42.0,2.0,44.0,,Ida-Viru maakond,0.0,0.0455
2020-03-21,34.0,4.0,38.0,76.0,6.0,82.0,,Ida-Viru maakond,0.1053,0.0732
2020-03-22,5.0,0.0,5.0,81.0,6.0,87.0,,Ida-Viru maakond,0.0,0.069
2020-03-23,22.0,0.0,22.0,103.0,6.0,109.0,,Ida-Viru maakond,0.0,0.055
2020-03-24,62.0,5.0,67.0,165.0,11.0,176.0,,Ida-Viru maakond,0.0746,0.0625
2020-03-25,76.0,0.0,76.0,241.0,11.0,252.0,,Ida-Viru maakond,0.0,0.0437
2020-03-26,78.0,1.0,79.0,319.0,12.0,331.0,,Ida-Viru maakond,0.0127,0.0363
2020-03-27,113.0,0.0,113.0,432.0,12.0,444.0,,Ida-Viru maakond,0.0,0.027
2020-03-28,24.0,0.0,24.0,456.0,12.0,468.0,,Ida-Viru maakond,0.0,0.0256
2020-03-29,118.0,3.0,121.0,574.0,15.0,589.0,,Ida-Viru maakond,0.0248,0.0255
2020-03-30,62.0,3.0,65.0,636.0,18.0,654.0,,Ida-Viru maakond,0.0462,0.0275
2020-03-31,170.0,8.0,178.0,806.0,26.0,832.0,,Ida-Viru maakond,0.0449,0.0312
2020-04-01,139.0,5.0,144.0,945.0,31.0,976.0,,Ida-Viru maakond,0.0347,0.0318
2020-04-02,248.0,10.0,258.0,1193.0,41.0,1234.0,,Ida-Viru maakond,0.0388,0.0332
2020-04-03,103.0,4.0,107.0,1296.0,45.0,1341.0,,Ida-Viru maakond,0.0374,0.0336
2020-04-04,125.0,16.0,141.0,1421.0,61.0,1482.0,,Ida-Viru maakond,0.1135,0.0412
2020-04-05,178.0,2.0,180.0,1599.0,63.0,1662.0,,Ida-Viru maakond,0.0111,0.0379
2020-04-06,154.0,2.0,156.0,1753.0,65.0,1818.0,,Ida-Viru maakond,0.0128,0.0358
2020-04-07,112.0,2.0,114.0,1865.0,67.0,1932.0,,Ida-Viru maakond,0.0175,0.0347
2020-04-08,194.0,3.0,197.0,2059.0,70.0,2129.0,,Ida-Viru maakond,0.0152,0.0329
2020-04-09,164.0,2.0,166.0,2223.0,72.0,2295.0,,Ida-Viru maakond,0.012,0.0314
2020-04-10,225.0,4.0,229.0,2448.0,76.0,2524.0,,Ida-Viru maakond,0.0175,0.0301
2020-04-11,122.0,0.0,122.0,2570.0,76.0,2646.0,,Ida-Viru maakond,0.0,0.0287
2020-04-12,51.0,1.0,52.0,2621.0,77.0,2698.0,,Ida-Viru maakond,0.0192,0.0285
2020-04-13,180.0,2.0,182.0,2801.0,79.0,2880.0,,Ida-Viru maakond,0.011,0.0274
2020-04-14,287.0,5.0,292.0,3088.0,84.0,3172.0,,Ida-Viru maakond,0.0171,0.0265
2020-04-15,188.0,6.0,194.0,3276.0,90.0,3366.0,,Ida-Viru maakond,0.0309,0.0267
2020-04-16,118.0,4.0,122.0,3394.0,94.0,3488.0,,Ida-Viru maakond,0.0328,0.0269
2020-04-17,216.0,1.0,217.0,3610.0,95.0,3705.0,,Ida-Viru maakond,0.0046,0.0256
2020-04-18,28.0,0.0,28.0,3638.0,95.0,3733.0,,Ida-Viru maakond,0.0,0.0254
2020-04-19,147.0,0.0,147.0,3785.0,95.0,3880.0,,Ida-Viru maakond,0.0,0.0245
2020-04-20,56.0,0.0,56.0,3841.0,95.0,3936.0,,Ida-Viru maakond,0.0,0.0241
2020-04-21,141.0,0.0,141.0,3982.0,95.0,4077.0,,Ida-Viru maakond,0.0,0.0233
2020-04-22,130.0,2.0,132.0,4112.0,97.0,4209.0,,Ida-Viru maakond,0.0152,0.023
2020-04-23,77.0,3.0,80.0,4189.0,100.0,4289.0,,Ida-Viru maakond,0.0375,0.0233
2020-04-24,153.0,15.0,168.0,4342.0,115.0,4457.0,,Ida-Viru maakond,0.0893,0.0258
2020-04-25,31.0,0.0,31.0,4373.0,115.0,4488.0,,Ida-Viru maakond,0.0,0.0256
2020-04-26,38.0,0.0,38.0,4411.0,115.0,4526.0,,Ida-Viru maakond,0.0,0.0254
2020-04-27,132.0,6.0,138.0,4543.0,121.0,4664.0,,Ida-Viru maakond,0.0435,0.0259
2020-04-28,159.0,1.0,160.0,4702.0,122.0,4824.0,1.0,Ida-Viru maakond,0.0062,0.0253
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
