StatisticsDate,negativeTests,confirmedCases,testsPerDay,cumulativeNegative,cumulativePositive,testsPerformed,lastFeature,County,positiveTestsPerc,positiveTestsPercCum
2020-02-29,0.0,0.0,0.0,1.0,0.0,1.0,,Pärnu maakond,,0.0
2020-03-01,0.0,0.0,0.0,1.0,0.0,1.0,,Pärnu maakond,,0.0
2020-03-02,0.0,0.0,0.0,1.0,0.0,1.0,,Pärnu maakond,,0.0
2020-03-03,2.0,0.0,2.0,3.0,0.0,3.0,,Pärnu maakond,0.0,0.0
2020-03-04,0.0,0.0,0.0,3.0,0.0,3.0,,Pärnu maakond,,0.0
2020-03-05,1.0,0.0,1.0,4.0,0.0,4.0,,Pärnu maakond,0.0,0.0
2020-03-06,0.0,0.0,0.0,4.0,0.0,4.0,,Pärnu maakond,,0.0
2020-03-07,0.0,0.0,0.0,4.0,0.0,4.0,,Pärnu maakond,,0.0
2020-03-08,1.0,0.0,1.0,5.0,0.0,5.0,,Pärnu maakond,0.0,0.0
2020-03-09,9.0,0.0,9.0,14.0,0.0,14.0,,Pärnu maakond,0.0,0.0
2020-03-10,3.0,0.0,3.0,17.0,0.0,17.0,,Pärnu maakond,0.0,0.0
2020-03-11,3.0,0.0,3.0,20.0,0.0,20.0,,Pärnu maakond,0.0,0.0
2020-03-12,0.0,0.0,0.0,20.0,0.0,20.0,,Pärnu maakond,,0.0
2020-03-13,15.0,7.0,22.0,35.0,7.0,42.0,,Pärnu maakond,0.3182,0.1667
2020-03-14,4.0,5.0,9.0,39.0,12.0,51.0,,Pärnu maakond,0.5556,0.2353
2020-03-15,46.0,4.0,50.0,85.0,16.0,101.0,,Pärnu maakond,0.08,0.1584
2020-03-16,34.0,4.0,38.0,119.0,20.0,139.0,,Pärnu maakond,0.1053,0.1439
2020-03-17,12.0,2.0,14.0,131.0,22.0,153.0,,Pärnu maakond,0.1429,0.1438
2020-03-18,27.0,1.0,28.0,158.0,23.0,181.0,,Pärnu maakond,0.0357,0.1271
2020-03-19,29.0,0.0,29.0,187.0,23.0,210.0,,Pärnu maakond,0.0,0.1095
2020-03-20,13.0,0.0,13.0,200.0,23.0,223.0,,Pärnu maakond,0.0,0.1031
2020-03-21,23.0,1.0,24.0,223.0,24.0,247.0,,Pärnu maakond,0.0417,0.0972
2020-03-22,20.0,1.0,21.0,243.0,25.0,268.0,,Pärnu maakond,0.0476,0.0933
2020-03-23,11.0,1.0,12.0,254.0,26.0,280.0,,Pärnu maakond,0.0833,0.0929
2020-03-24,81.0,3.0,84.0,335.0,29.0,364.0,,Pärnu maakond,0.0357,0.0797
2020-03-25,22.0,2.0,24.0,357.0,31.0,388.0,,Pärnu maakond,0.0833,0.0799
2020-03-26,78.0,5.0,83.0,435.0,36.0,471.0,,Pärnu maakond,0.0602,0.0764
2020-03-27,69.0,4.0,73.0,504.0,40.0,544.0,,Pärnu maakond,0.0548,0.0735
2020-03-28,29.0,1.0,30.0,533.0,41.0,574.0,,Pärnu maakond,0.0333,0.0714
2020-03-29,21.0,0.0,21.0,554.0,41.0,595.0,,Pärnu maakond,0.0,0.0689
2020-03-30,79.0,3.0,82.0,633.0,44.0,677.0,,Pärnu maakond,0.0366,0.065
2020-03-31,267.0,0.0,267.0,900.0,44.0,944.0,,Pärnu maakond,0.0,0.0466
2020-04-01,84.0,6.0,90.0,984.0,50.0,1034.0,,Pärnu maakond,0.0667,0.0484
2020-04-02,114.0,4.0,118.0,1098.0,54.0,1152.0,,Pärnu maakond,0.0339,0.0469
2020-04-03,165.0,4.0,169.0,1263.0,58.0,1321.0,,Pärnu maakond,0.0237,0.0439
2020-04-04,62.0,3.0,65.0,1325.0,61.0,1386.0,,Pärnu maakond,0.0462,0.044
2020-04-05,71.0,0.0,71.0,1396.0,61.0,1457.0,,Pärnu maakond,0.0,0.0419
2020-04-06,114.0,3.0,117.0,1510.0,64.0,1574.0,,Pärnu maakond,0.0256,0.0407
2020-04-07,99.0,1.0,100.0,1609.0,65.0,1674.0,,Pärnu maakond,0.01,0.0388
2020-04-08,174.0,3.0,177.0,1783.0,68.0,1851.0,,Pärnu maakond,0.0169,0.0367
2020-04-09,137.0,2.0,139.0,1920.0,70.0,1990.0,,Pärnu maakond,0.0144,0.0352
2020-04-10,102.0,1.0,103.0,2022.0,71.0,2093.0,,Pärnu maakond,0.0097,0.0339
2020-04-11,40.0,1.0,41.0,2062.0,72.0,2134.0,,Pärnu maakond,0.0244,0.0337
2020-04-12,12.0,0.0,12.0,2074.0,72.0,2146.0,,Pärnu maakond,0.0,0.0336
2020-04-13,84.0,11.0,95.0,2158.0,83.0,2241.0,,Pärnu maakond,0.1158,0.037
2020-04-14,91.0,3.0,94.0,2249.0,86.0,2335.0,,Pärnu maakond,0.0319,0.0368
2020-04-15,88.0,1.0,89.0,2337.0,87.0,2424.0,,Pärnu maakond,0.0112,0.0359
2020-04-16,53.0,1.0,54.0,2390.0,88.0,2478.0,,Pärnu maakond,0.0185,0.0355
2020-04-17,126.0,4.0,130.0,2516.0,92.0,2608.0,,Pärnu maakond,0.0308,0.0353
2020-04-18,15.0,0.0,15.0,2531.0,92.0,2623.0,,Pärnu maakond,0.0,0.0351
2020-04-19,36.0,0.0,36.0,2567.0,92.0,2659.0,,Pärnu maakond,0.0,0.0346
2020-04-20,113.0,2.0,115.0,2680.0,94.0,2774.0,,Pärnu maakond,0.0174,0.0339
2020-04-21,96.0,0.0,96.0,2776.0,94.0,2870.0,,Pärnu maakond,0.0,0.0328
2020-04-22,56.0,1.0,57.0,2832.0,95.0,2927.0,,Pärnu maakond,0.0175,0.0325
2020-04-23,117.0,0.0,117.0,2949.0,95.0,3044.0,,Pärnu maakond,0.0,0.0312
2020-04-24,27.0,1.0,28.0,2976.0,96.0,3072.0,,Pärnu maakond,0.0357,0.0312
2020-04-25,30.0,1.0,31.0,3006.0,97.0,3103.0,,Pärnu maakond,0.0323,0.0313
2020-04-26,32.0,1.0,33.0,3038.0,98.0,3136.0,,Pärnu maakond,0.0303,0.0312
2020-04-27,52.0,0.0,52.0,3090.0,98.0,3188.0,,Pärnu maakond,0.0,0.0307
2020-04-28,65.0,2.0,67.0,3155.0,100.0,3255.0,1.0,Pärnu maakond,0.0299,0.0307
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Jõgeva maakond,,
2020-03-03,1.0,0.0,1.0,1.0,0.0,1.0,,Jõgeva maakond,0.0,0.0
2020-03-04,0.0,0.0,0.0,1.0,0.0,1.0,,Jõgeva maakond,,0.0
2020-03-05,0.0,0.0,0.0,1.0,0.0,1.0,,Jõgeva maakond,,0.0
2020-03-06,0.0,0.0,0.0,1.0,0.0,1.0,,Jõgeva maakond,,0.0
2020-03-07,2.0,0.0,2.0,3.0,0.0,3.0,,Jõgeva maakond,0.0,0.0
2020-03-08,0.0,0.0,0.0,3.0,0.0,3.0,,Jõgeva maakond,,0.0
2020-03-09,0.0,0.0,0.0,3.0,0.0,3.0,,Jõgeva maakond,,0.0
2020-03-10,0.0,0.0,0.0,3.0,0.0,3.0,,Jõgeva maakond,,0.0
2020-03-11,2.0,0.0,2.0,5.0,0.0,5.0,,Jõgeva maakond,0.0,0.0
2020-03-12,0.0,0.0,0.0,5.0,0.0,5.0,,Jõgeva maakond,,0.0
2020-03-13,0.0,0.0,0.0,5.0,0.0,5.0,,Jõgeva maakond,,0.0
2020-03-14,1.0,0.0,1.0,6.0,0.0,6.0,,Jõgeva maakond,0.0,0.0
2020-03-15,2.0,0.0,2.0,8.0,0.0,8.0,,Jõgeva maakond,0.0,0.0
2020-03-16,1.0,0.0,1.0,9.0,0.0,9.0,,Jõgeva maakond,0.0,0.0
2020-03-17,1.0,0.0,1.0,10.0,0.0,10.0,,Jõgeva maakond,0.0,0.0
2020-03-18,4.0,0.0,4.0,14.0,0.0,14.0,,Jõgeva maakond,0.0,0.0
2020-03-19,3.0,0.0,3.0,17.0,0.0,17.0,,Jõgeva maakond,0.0,0.0
2020-03-20,4.0,0.0,4.0,21.0,0.0,21.0,,Jõgeva maakond,0.0,0.0
2020-03-21,5.0,0.0,5.0,26.0,0.0,26.0,,Jõgeva maakond,0.0,0.0
2020-03-22,3.0,0.0,3.0,29.0,0.0,29.0,,Jõgeva maakond,0.0,0.0
2020-03-23,4.0,0.0,4.0,33.0,0.0,33.0,,Jõgeva maakond,0.0,0.0
2020-03-24,22.0,0.0,22.0,55.0,0.0,55.0,,Jõgeva maakond,0.0,0.0
2020-03-25,21.0,1.0,22.0,76.0,1.0,77.0,,Jõgeva maakond,0.0455,0.013
2020-03-26,8.0,1.0,9.0,84.0,2.0,86.0,,Jõgeva maakond,0.1111,0.0233
2020-03-27,23.0,1.0,24.0,107.0,3.0,110.0,,Jõgeva maakond,0.0417,0.0273
2020-03-28,11.0,0.0,11.0,118.0,3.0,121.0,,Jõgeva maakond,0.0,0.0248
2020-03-29,7.0,0.0,7.0,125.0,3.0,128.0,,Jõgeva maakond,0.0,0.0234
2020-03-30,14.0,0.0,14.0,139.0,3.0,142.0,,Jõgeva maakond,0.0,0.0211
2020-03-31,25.0,0.0,25.0,164.0,3.0,167.0,,Jõgeva maakond,0.0,0.018
2020-04-01,17.0,0.0,17.0,181.0,3.0,184.0,,Jõgeva maakond,0.0,0.0163
2020-04-02,29.0,0.0,29.0,210.0,3.0,213.0,,Jõgeva maakond,0.0,0.0141
2020-04-03,13.0,1.0,14.0,223.0,4.0,227.0,,Jõgeva maakond,0.0714,0.0176
2020-04-04,25.0,1.0,26.0,248.0,5.0,253.0,,Jõgeva maakond,0.0385,0.0198
2020-04-05,3.0,0.0,3.0,251.0,5.0,256.0,,Jõgeva maakond,0.0,0.0195
2020-04-06,85.0,0.0,85.0,336.0,5.0,341.0,,Jõgeva maakond,0.0,0.0147
2020-04-07,13.0,0.0,13.0,349.0,5.0,354.0,,Jõgeva maakond,0.0,0.0141
2020-04-08,19.0,0.0,19.0,368.0,5.0,373.0,,Jõgeva maakond,0.0,0.0134
2020-04-09,39.0,1.0,40.0,407.0,6.0,413.0,,Jõgeva maakond,0.025,0.0145
2020-04-10,113.0,0.0,113.0,520.0,6.0,526.0,,Jõgeva maakond,0.0,0.0114
2020-04-11,66.0,0.0,66.0,586.0,6.0,592.0,,Jõgeva maakond,0.0,0.0101
2020-04-12,14.0,0.0,14.0,600.0,6.0,606.0,,Jõgeva maakond,0.0,0.0099
2020-04-13,68.0,0.0,68.0,668.0,6.0,674.0,,Jõgeva maakond,0.0,0.0089
2020-04-14,103.0,0.0,103.0,771.0,6.0,777.0,,Jõgeva maakond,0.0,0.0077
2020-04-15,126.0,0.0,126.0,897.0,6.0,903.0,,Jõgeva maakond,0.0,0.0066
2020-04-16,38.0,0.0,38.0,935.0,6.0,941.0,,Jõgeva maakond,0.0,0.0064
2020-04-17,52.0,0.0,52.0,987.0,6.0,993.0,,Jõgeva maakond,0.0,0.006
2020-04-18,23.0,0.0,23.0,1010.0,6.0,1016.0,,Jõgeva maakond,0.0,0.0059
2020-04-19,19.0,0.0,19.0,1029.0,6.0,1035.0,,Jõgeva maakond,0.0,0.0058
2020-04-20,6.0,0.0,6.0,1035.0,6.0,1041.0,,Jõgeva maakond,0.0,0.0058
2020-04-21,34.0,0.0,34.0,1069.0,6.0,1075.0,,Jõgeva maakond,0.0,0.0056
2020-04-22,34.0,0.0,34.0,1103.0,6.0,1109.0,,Jõgeva maakond,0.0,0.0054
2020-04-23,11.0,0.0,11.0,1114.0,6.0,1120.0,,Jõgeva maakond,0.0,0.0054
2020-04-24,29.0,0.0,29.0,1143.0,6.0,1149.0,,Jõgeva maakond,0.0,0.0052
2020-04-25,8.0,0.0,8.0,1151.0,6.0,1157.0,,Jõgeva maakond,0.0,0.0052
2020-04-26,3.0,0.0,3.0,1154.0,6.0,1160.0,,Jõgeva maakond,0.0,0.0052
2020-04-27,41.0,0.0,41.0,1195.0,6.0,1201.0,,Jõgeva maakond,0.0,0.005
2020-04-28,33.0,0.0,33.0,1228.0,6.0,1234.0,1.0,Jõgeva maakond,0.0,0.0049
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,Lääne maakond,,
2020-03-06,2.0,0.0,2.0,2.0,0.0,2.0,,Lääne maakond,0.0,0.0
2020-03-07,0.0,0.0,0.0,2.0,0.0,2.0,,Lääne maakond,,0.0
2020-03-08,0.0,0.0,0.0,2.0,0.0,2.0,,Lääne maakond,,0.0
2020-03-09,0.0,0.0,0.0,2.0,0.0,2.0,,Lääne maakond,,0.0
2020-03-10,0.0,0.0,0.0,2.0,0.0,2.0,,Lääne maakond,,0.0
2020-03-11,3.0,0.0,3.0,5.0,0.0,5.0,,Lääne maakond,0.0,0.0
2020-03-12,1.0,0.0,1.0,6.0,0.0,6.0,,Lääne maakond,0.0,0.0
2020-03-13,2.0,0.0,2.0,8.0,0.0,8.0,,Lääne maakond,0.0,0.0
2020-03-14,0.0,0.0,0.0,8.0,0.0,8.0,,Lääne maakond,,0.0
2020-03-15,5.0,0.0,5.0,13.0,0.0,13.0,,Lääne maakond,0.0,0.0
2020-03-16,0.0,0.0,0.0,13.0,0.0,13.0,,Lääne maakond,,0.0
2020-03-17,1.0,2.0,3.0,14.0,2.0,16.0,,Lääne maakond,0.6667,0.125
2020-03-18,4.0,0.0,4.0,18.0,2.0,20.0,,Lääne maakond,0.0,0.1
2020-03-19,1.0,0.0,1.0,19.0,2.0,21.0,,Lääne maakond,0.0,0.0952
2020-03-20,4.0,0.0,4.0,23.0,2.0,25.0,,Lääne maakond,0.0,0.08
2020-03-21,2.0,0.0,2.0,25.0,2.0,27.0,,Lääne maakond,0.0,0.0741
2020-03-22,3.0,0.0,3.0,28.0,2.0,30.0,,Lääne maakond,0.0,0.0667
2020-03-23,8.0,0.0,8.0,36.0,2.0,38.0,,Lääne maakond,0.0,0.0526
2020-03-24,10.0,0.0,10.0,46.0,2.0,48.0,,Lääne maakond,0.0,0.0417
2020-03-25,11.0,0.0,11.0,57.0,2.0,59.0,,Lääne maakond,0.0,0.0339
2020-03-26,5.0,0.0,5.0,62.0,2.0,64.0,,Lääne maakond,0.0,0.0312
2020-03-27,22.0,0.0,22.0,84.0,2.0,86.0,,Lääne maakond,0.0,0.0233
2020-03-28,7.0,0.0,7.0,91.0,2.0,93.0,,Lääne maakond,0.0,0.0215
2020-03-29,4.0,0.0,4.0,95.0,2.0,97.0,,Lääne maakond,0.0,0.0206
2020-03-30,16.0,0.0,16.0,111.0,2.0,113.0,,Lääne maakond,0.0,0.0177
2020-03-31,15.0,0.0,15.0,126.0,2.0,128.0,,Lääne maakond,0.0,0.0156
2020-04-01,10.0,2.0,12.0,136.0,4.0,140.0,,Lääne maakond,0.1667,0.0286
2020-04-02,32.0,0.0,32.0,168.0,4.0,172.0,,Lääne maakond,0.0,0.0233
2020-04-03,14.0,0.0,14.0,182.0,4.0,186.0,,Lääne maakond,0.0,0.0215
2020-04-04,8.0,0.0,8.0,190.0,4.0,194.0,,Lääne maakond,0.0,0.0206
2020-04-05,6.0,0.0,6.0,196.0,4.0,200.0,,Lääne maakond,0.0,0.02
2020-04-06,12.0,0.0,12.0,208.0,4.0,212.0,,Lääne maakond,0.0,0.0189
2020-04-07,22.0,0.0,22.0,230.0,4.0,234.0,,Lääne maakond,0.0,0.0171
2020-04-08,63.0,0.0,63.0,293.0,4.0,297.0,,Lääne maakond,0.0,0.0135
2020-04-09,14.0,0.0,14.0,307.0,4.0,311.0,,Lääne maakond,0.0,0.0129
2020-04-10,32.0,0.0,32.0,339.0,4.0,343.0,,Lääne maakond,0.0,0.0117
2020-04-11,10.0,0.0,10.0,349.0,4.0,353.0,,Lääne maakond,0.0,0.0113
2020-04-12,0.0,0.0,0.0,349.0,4.0,353.0,,Lääne maakond,,0.0113
2020-04-13,40.0,0.0,40.0,389.0,4.0,393.0,,Lääne maakond,0.0,0.0102
2020-04-14,13.0,0.0,13.0,402.0,4.0,406.0,,Lääne maakond,0.0,0.0099
2020-04-15,32.0,0.0,32.0,434.0,4.0,438.0,,Lääne maakond,0.0,0.0091
2020-04-16,16.0,0.0,16.0,450.0,4.0,454.0,,Lääne maakond,0.0,0.0088
2020-04-17,81.0,0.0,81.0,531.0,4.0,535.0,,Lääne maakond,0.0,0.0075
2020-04-18,3.0,0.0,3.0,534.0,4.0,538.0,,Lääne maakond,0.0,0.0074
2020-04-19,10.0,0.0,10.0,544.0,4.0,548.0,,Lääne maakond,0.0,0.0073
2020-04-20,29.0,0.0,29.0,573.0,4.0,577.0,,Lääne maakond,0.0,0.0069
2020-04-21,13.0,0.0,13.0,586.0,4.0,590.0,,Lääne maakond,0.0,0.0068
2020-04-22,49.0,0.0,49.0,635.0,4.0,639.0,,Lääne maakond,0.0,0.0063
2020-04-23,12.0,0.0,12.0,647.0,4.0,651.0,,Lääne maakond,0.0,0.0061
2020-04-24,47.0,0.0,47.0,694.0,4.0,698.0,,Lääne maakond,0.0,0.0057
2020-04-25,3.0,0.0,3.0,697.0,4.0,701.0,,Lääne maakond,0.0,0.0057
2020-04-26,13.0,0.0,13.0,710.0,4.0,714.0,,Lääne maakond,0.0,0.0056
2020-04-27,57.0,0.0,57.0,767.0,4.0,771.0,,Lääne maakond,0.0,0.0052
2020-04-28,16.0,0.0,16.0,783.0,4.0,787.0,1.0,Lääne maakond,0.0,0.0051
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Saare maakond,,
2020-03-04,1.0,0.0,1.0,1.0,0.0,1.0,,Saare maakond,0.0,0.0
2020-03-05,0.0,1.0,1.0,1.0,1.0,2.0,,Saare maakond,1.0,0.5
2020-03-06,0.0,0.0,0.0,1.0,1.0,2.0,,Saare maakond,,0.5
2020-03-07,0.0,0.0,0.0,1.0,1.0,2.0,,Saare maakond,,0.5
2020-03-08,0.0,0.0,0.0,1.0,1.0,2.0,,Saare maakond,,0.5
2020-03-09,2.0,0.0,2.0,3.0,1.0,4.0,,Saare maakond,0.0,0.25
2020-03-10,2.0,2.0,4.0,5.0,3.0,8.0,,Saare maakond,0.5,0.375
2020-03-11,2.0,0.0,2.0,7.0,3.0,10.0,,Saare maakond,0.0,0.3
2020-03-12,26.0,14.0,40.0,33.0,17.0,50.0,,Saare maakond,0.35,0.34
2020-03-13,12.0,9.0,21.0,45.0,26.0,71.0,,Saare maakond,0.4286,0.3662
2020-03-14,6.0,1.0,7.0,51.0,27.0,78.0,,Saare maakond,0.1429,0.3462
2020-03-15,123.0,29.0,152.0,174.0,56.0,230.0,,Saare maakond,0.1908,0.2435
2020-03-16,58.0,8.0,66.0,232.0,64.0,296.0,,Saare maakond,0.1212,0.2162
2020-03-17,30.0,11.0,41.0,262.0,75.0,337.0,,Saare maakond,0.2683,0.2226
2020-03-18,45.0,7.0,52.0,307.0,82.0,389.0,,Saare maakond,0.1346,0.2108
2020-03-19,35.0,15.0,50.0,342.0,97.0,439.0,,Saare maakond,0.3,0.221
2020-03-20,13.0,2.0,15.0,355.0,99.0,454.0,,Saare maakond,0.1333,0.2181
2020-03-21,58.0,15.0,73.0,413.0,114.0,527.0,,Saare maakond,0.2055,0.2163
2020-03-22,17.0,3.0,20.0,430.0,117.0,547.0,,Saare maakond,0.15,0.2139
2020-03-23,15.0,2.0,17.0,445.0,119.0,564.0,,Saare maakond,0.1176,0.211
2020-03-24,81.0,27.0,108.0,526.0,146.0,672.0,,Saare maakond,0.25,0.2173
2020-03-25,64.0,24.0,88.0,590.0,170.0,760.0,,Saare maakond,0.2727,0.2237
2020-03-26,59.0,13.0,72.0,649.0,183.0,832.0,,Saare maakond,0.1806,0.22
2020-03-27,35.0,34.0,69.0,684.0,217.0,901.0,,Saare maakond,0.4928,0.2408
2020-03-28,212.0,24.0,236.0,896.0,241.0,1137.0,,Saare maakond,0.1017,0.212
2020-03-29,205.0,14.0,219.0,1101.0,255.0,1356.0,,Saare maakond,0.0639,0.1881
2020-03-30,18.0,6.0,24.0,1119.0,261.0,1380.0,,Saare maakond,0.25,0.1891
2020-03-31,118.0,22.0,140.0,1237.0,283.0,1520.0,,Saare maakond,0.1571,0.1862
2020-04-01,100.0,30.0,130.0,1337.0,313.0,1650.0,,Saare maakond,0.2308,0.1897
2020-04-02,457.0,43.0,500.0,1794.0,356.0,2150.0,,Saare maakond,0.086,0.1656
2020-04-03,50.0,38.0,88.0,1844.0,394.0,2238.0,,Saare maakond,0.4318,0.1761
2020-04-04,75.0,23.0,98.0,1919.0,417.0,2336.0,,Saare maakond,0.2347,0.1785
2020-04-05,28.0,3.0,31.0,1947.0,420.0,2367.0,,Saare maakond,0.0968,0.1774
2020-04-06,89.0,13.0,102.0,2036.0,433.0,2469.0,,Saare maakond,0.1275,0.1754
2020-04-07,14.0,2.0,16.0,2050.0,435.0,2485.0,,Saare maakond,0.125,0.1751
2020-04-08,49.0,10.0,59.0,2099.0,445.0,2544.0,,Saare maakond,0.1695,0.1749
